city,country,latitude,longitude,population
"Kōchi","Japan",33.5589,133.5314,325560
"Kōenchō","Japan",43.8081,143.8942,115441
"Kōfu","Japan",35.6667,138.5667,187144
"Kōnan","Japan",35.3333,136.8667,97435
"Kōnosu","Japan",36.0687,139.5168,116777
"Kūstī","Sudan",13.1700,32.6600,345068
"Kŭlob","Tajikistan",37.9119,69.7808,95000
"La Banda","Argentina",-27.7333,-64.2500,106441
"La Calera","Chile",-32.7833,-71.2167,50554
"La Carlota","Philippines",10.4167,122.9167,64469
"La Ceiba","Honduras",15.7800,-86.7878,196856
"La Chorrera","Panama",8.8792,-79.7822,68896
"La Crosse","United States",43.8240,-91.2268,100693
"La Dorada","Colombia",5.4538,-74.6647,78540
"La Florida","Chile",-33.5500,-70.5667,366916
"La Gomera","Guatemala",14.0833,-91.0500,58272
"La Granja","Chile",-33.5431,-70.6319,116571
"La Grita","Venezuela",8.1333,-71.9833,88450
"La Guaira","Venezuela",10.6000,-66.9331,275000
"La Habra","United States",33.9278,-117.9513,60513
"La Laguna","Spain",28.4853,-16.3167,158911
"La Lima","Honduras",15.4330,-87.9170,53492
"La Louvière","Belgium",50.4778,4.1881,80986
"La Línea de la Concepción","Spain",36.1611,-5.3486,63630
"La Marsa","Tunisia",36.8764,10.3253,92987
"La Mesa","United States",32.7703,-117.0204,59249
"La Paz","Bolivia",-16.4942,-68.1475,2867504
"La Paz","Mexico",24.1422,-110.3108,244219
"La Paz","Philippines",15.4431,120.7289,64017
"La Piedad","Mexico",20.3333,-102.0167,99837
"La Plata","Argentina",-34.9333,-57.9500,193144
"La Reina","Chile",-33.4500,-70.5500,92787
"La Rioja","Argentina",-29.4131,-66.8558,180995
"La Roche-sur-Yon","France",46.6705,-1.4260,54372
"La Rochelle","France",46.1591,-1.1517,75735
"La Romana","Dominican Republic",18.4300,-68.9700,202488
"La Serena","Chile",-29.9027,-71.2520,195382
"La Seyne-sur-Mer","France",43.1000,5.8830,63936
"La Spezia","Italy",44.1080,9.8289,93311
"La Trinidad","Philippines",16.4621,120.5877,129133
"La Vega","Dominican Republic",19.2242,-70.5283,220279
"La Victoria","Venezuela",10.2278,-67.3336,214492
"Labinsk","Russia",44.6333,40.7333,60164
"Labé","Guinea",11.3167,-12.2833,107695
"Lac-Brome","Canada",45.2167,-72.5167,58889
"Lacey","United States",47.0460,-122.7934,52592
"Lae","Papua New Guinea",-6.7303,147.0008,131052
"Lafayette","United States",30.2084,-92.0323,264357
"Lafayette","United States",39.9949,-105.0997,99645
"Lafayette","United States",40.3990,-86.8594,157820
"Lafia","Nigeria",8.4904,8.5200,127236
"Laghouat","Algeria",33.8000,2.8650,134372
"Lagoa Santa","Brazil",-19.6269,-43.8900,59770
"Lagonoy","Philippines",13.7333,123.5167,55465
"Lagos","Nigeria",6.4500,3.4000,15279000
"Lagos de Moreno","Mexico",21.3564,-101.9292,164981
"Laguna","Brazil",-28.4828,-48.7808,51562
"Laguna Niguel","United States",33.5275,-117.7050,66385
"Lahad Datu","Malaysia",5.0300,118.3400,199830
"Lahat","Indonesia",-3.8000,103.5333,65906
"Lahore","Pakistan",31.5497,74.3436,11021000
"Lahti","Finland",60.9804,25.6550,118119
"Laibin","China",23.7333,109.2333,2099711
"Laiwu","China",36.1833,117.6667,1248636
"Laixi","China",36.8667,120.5333,762900
"Laiyang","China",36.9758,120.7136,874127
"Laiyuan","China",39.3515,114.6853,92691
"Lajes","Brazil",-27.8158,-50.3258,157349
"Lake Charles","United States",30.2012,-93.2122,156181
"Lake Elsinore","United States",33.6847,-117.3344,69283
"Lake Forest","United States",33.6606,-117.6712,85531
"Lake Havasu City","United States",34.5006,-114.3113,56820
"Lake Jackson","United States",29.0516,-95.4522,75860
"Lakeland","United States",28.0556,-81.9545,302284
"Lakeville","United States",44.6774,-93.2520,67317
"Lakewood","United States",33.8471,-118.1221,79307
"Lakewood","United States",39.6977,-105.1168,157935
"Lakewood","United States",40.0763,-74.2031,102466
"Lakewood","United States",47.1628,-122.5299,61037
"Lakhdaria","Algeria",36.6167,3.5833,59746
"Lala","Philippines",7.9667,123.7500,67727
"Lala Musa","Pakistan",32.7006,73.9558,67283
"Lambayeque","Peru",-6.7000,-79.9000,58276
"Lambunao","Philippines",11.0500,122.4833,73640
"Lamitan","Philippines",6.6500,122.1333,74782
"Lampang","Thailand",18.3000,99.5000,55044
"Lamía","Greece",38.8972,22.4311,52006
"Lancaster","United Kingdom",54.0470,-2.8010,52234
"Lancaster","United States",34.6935,-118.1753,343304
"Lancaster","United States",40.0421,-76.3012,401524
"Landshut","Germany",48.5397,12.1508,72404
"Langenfeld","Germany",51.1167,6.9500,58927
"Langenhagen","Germany",52.4394,9.7400,56288
"Langfang","China",39.5196,116.7006,4358839
"Langley","Canada",49.1044,-122.5827,117285
"Langsa","Indonesia",4.4667,97.9500,178334
"Langzhong","China",31.5833,105.9720,728935
"Lansing","United States",42.7142,-84.5601,324286
"Lantapan","Philippines",8.0005,125.0235,61776
"Lanxi","China",29.2167,119.4722,560514
"Lanxi","China",46.2664,126.2760,72528
"Lanzhou","China",36.0617,103.8318,3616163
"Lanús","Argentina",-34.7000,-58.4000,459263
"Laoag","Philippines",18.1951,120.5918,111125
"Laoang","Philippines",12.5667,125.0167,61359
"Laohekou","China",32.3849,111.6695,471482
"Lappeenranta","Finland",61.0583,28.1861,72875
"Lapu-Lapu City","Philippines",10.3127,123.9488,408112
"Larache","Morocco",35.1833,-6.1500,125008
"Laredo","United States",27.5629,-99.4875,262491
"Largo","United States",27.9088,-82.7711,84948
"Larkana","Pakistan",27.5600,68.2264,490508
"Las Condes","Chile",-33.4167,-70.5833,249893
"Las Cruces","United States",32.3265,-106.7892,136254
"Las Delicias","Mexico",28.2000,-105.5000,114783
"Las Heras","Argentina",-32.8250,-68.8017,66663
"Las Palmas","Spain",28.1272,-15.4314,381223
"Las Piedras","Uruguay",-34.7167,-56.2167,71268
"Las Piñas City","Philippines",14.4500,120.9833,588894
"Las Rozas de Madrid","Spain",40.4917,-3.8733,96113
"Las Tunas","Cuba",20.9667,-76.9500,202105
"Las Vegas","United States",36.2333,-115.2654,2104198
"Lashkar Gāh","Afghanistan",31.5938,64.3716,201546
"Latacunga","Ecuador",-0.9333,-78.6167,63842
"Latakia","Syria",35.5236,35.7917,700000
"Latina","Italy",41.4676,12.9037,126470
"Lauderhill","United States",26.1605,-80.2242,71868
"Launceston","Australia",-41.4419,147.1450,87328
"Lausanne","Switzerland",46.5333,6.6333,138905
"Lautoka","Fiji",-17.6242,177.4528,52220
"Laval","Canada",45.5833,-73.7500,422993
"Lavras","Brazil",-21.2450,-45.0000,104783
"Lawrence","United States",38.9597,-95.2641,98648
"Lawrence","United States",42.7003,-71.1626,80028
"Lawton","United States",34.6176,-98.4203,93025
"Layton","United States",41.0769,-111.9621,78014
"Laâyoune","Morocco",27.1500,-13.2000,217732
"Le Bardo","Tunisia",36.8092,10.1406,73953
"Le Blanc-Mesnil","France",48.9387,2.4614,56783
"Le Havre","France",49.4900,0.1000,235218
"Le Kram","Tunisia",36.8333,10.3167,74132
"Le Mans","France",48.0077,0.1984,142946
"League City","United States",29.4873,-95.1087,107536
"Leander","United States",30.5728,-97.8618,62608
"Lebanon","United States",40.3412,-76.4227,78302
"Lecce","Italy",40.3520,18.1691,95441
"Lechang","China",35.6415,111.4633,64587
"Lecheng","China",25.1307,113.3472,419500
"Lee's Summit","United States",38.9172,-94.3816,99357
"Leeds","United Kingdom",53.7997,-1.5492,1901934
"Leesburg","United States",28.7657,-81.8996,154574
"Leesburg","United States",39.1058,-77.5544,53727
"Leeuwarden","Netherlands",53.2000,5.7833,124084
"Leganés","Spain",40.3281,-3.7644,191114
"Legazpi City","Philippines",13.1333,123.7333,196639
"Legionowo","Poland",52.4015,20.9266,53886
"Legnano","Italy",45.5781,8.9183,60177
"Legnica","Poland",51.2101,16.1619,99350
"Lehi","United States",40.4136,-111.8726,69724
"Lehigh Acres","United States",26.6120,-81.6388,123378
"Leicester","United Kingdom",52.6333,-1.1333,508916
"Leipzig","Germany",51.3333,12.3833,593197
"Leith","United Kingdom",55.9800,-3.1700,50030
"Leiyang","China",26.4179,112.8457,1151554
"Leizhou","China",20.9147,110.0806,1494700
"Leling","China",37.7333,117.2167,689867
"Lelystad","Netherlands",52.5167,5.4833,77893
"Leme","Brazil",-22.1858,-47.3900,99388
"Lemery","Philippines",13.9167,120.8833,93157
"Lenexa","United States",38.9609,-94.8018,55625
"Lengshuijiang","China",27.6858,111.4279,370300
"Leninogorsk","Russia",54.5989,52.4423,62531
"Leninsk-Kuznetskiy","Russia",54.6500,86.1667,96139
"Lençóis Paulista","Brazil",-22.5986,-48.8003,66131
"Leominster","United States",42.5209,-71.7717,119690
"Leopoldina","Brazil",-21.5319,-42.6428,53145
"Leping","China",28.9632,117.1203,852800
"Leping","China",37.6130,113.6995,88559
"Lerma","Mexico",19.2847,-99.5119,105578
"Les Cayes","Haiti",18.2004,-73.7500,175457
"Leshan","China",29.5854,103.7575,3364000
"Leshou","China",38.1902,116.1205,88069
"Leskovac","Serbia",42.9981,21.9461,60288
"Lesosibirsk","Russia",58.2333,92.4833,59525
"Leszno","Poland",51.8403,16.5749,63505
"Lethbridge","Canada",49.6942,-112.8328,92729
"Letpandan","Myanmar",17.7866,95.7507,176571
"Levallois-Perret","France",48.8950,2.2872,64379
"Leverkusen","Germany",51.0333,6.9833,163838
"Levittown","United States",40.1537,-74.8530,51818
"Levittown","United States",40.7241,-73.5125,51634
"Lewiston","United States",44.0915,-70.1681,58802
"Lewiston","United States",46.3934,-116.9934,53384
"Lewisville","United States",33.0452,-96.9823,109212
"Lexington","United States",38.0423,-84.4587,323152
"León","Nicaragua",12.4333,-86.8833,174051
"León","Spain",42.6056,-5.5700,202793
"León de los Aldama","Mexico",21.1167,-101.6833,1454793
"Lhasa","China",29.6500,91.1000,902500
"Lhokseumawe","Indonesia",5.1800,97.1506,180200
"Lian","Philippines",14.0333,120.6500,52660
"Liancheng","China",24.0515,105.0573,101221
"Liangshi","China",27.2578,111.7351,1335900
"Lianhe","China",47.1414,129.2577,121367
"Lianjiang","China",21.6146,110.2794,1509400
"Lianran","China",24.9211,102.4778,341341
"Lianshan","China",40.7503,120.8300,2426000
"Lianyuan","China",27.6961,111.6659,1162928
"Lianzhou","China",24.7868,112.3735,384700
"Lianzhuang","China",37.1146,115.7594,59576
"Liaocheng","China",36.4500,115.9833,5955300
"Liaoyang","China",41.2643,123.1772,1800000
"Liaoyuan","China",42.8976,125.1381,506548
"Liberec","Czechia",50.7700,15.0584,104261
"Libertad","Argentina",-34.6833,-58.6833,100324
"Libmanan","Philippines",13.7000,123.0667,108716
"Libon","Philippines",13.3000,123.4333,75172
"Libreville","Gabon",0.3901,9.4544,797003
"Licheng","China",24.4935,110.3902,352472
"Licheng","China",31.4174,119.4786,749522
"Lichinga","Mozambique",-13.3000,35.2456,142253
"Lichuan","China",30.2965,108.9378,913700
"Lida","Belarus",53.8872,25.3028,103391
"Liepāja","Latvia",56.5083,21.0111,67964
"Ligao","Philippines",13.2167,123.5167,111399
"Likasi","Congo (Kinshasa)",-10.9833,26.7333,422535
"Lilan","China",23.8163,108.8847,114496
"Lille","France",50.6278,3.0583,232787
"Lilongwe","Malawi",-13.9833,33.7833,781538
"Lima","Peru",-12.0500,-77.0333,9848000
"Lima","United States",40.7410,-84.1121,68878
"Limassol","Cyprus",34.6750,33.0443,235056
"Limay","Philippines",14.5619,120.5983,68071
"Limbe","Cameroon",4.0167,9.2167,212474
"Limeira","Brazil",-22.5647,-47.4017,296440
"Limerick","Ireland",52.6653,-8.6238,58319
"Limoeiro","Brazil",-7.8750,-35.4500,55439
"Limoeiro do Norte","Brazil",-5.1458,-38.0978,59890
"Limoges","France",45.8353,1.2625,283823
"Linares","Chile",-35.8454,-71.5979,73602
"Linares","Mexico",24.8597,-99.5679,63104
"Linares","Spain",38.0833,-3.6333,57414
"Lincang","China",23.8864,100.0871,2429497
"Lincoln","United Kingdom",53.2344,-0.5386,97541
"Lincoln","United States",40.8090,-96.6788,289490
"Lindong","China",43.9673,119.3570,50000
"Linfen","China",36.0812,111.5087,4316610
"Lingayen","Philippines",16.0167,120.2333,103278
"Lingbao Chengguanzhen","China",34.5221,110.8786,721049
"Lingen","Germany",52.5233,7.3172,54422
"Linghai","China",41.1676,121.3558,508079
"Lingshou","China",38.3063,114.3879,62713
"Lingtang","China",23.6032,113.0740,93835
"Lingyuan","China",41.2407,119.3957,570660
"Linhai","China",28.8523,121.1409,1028813
"Linhares","Brazil",-19.3987,-40.0651,176688
"Linjiang","China",41.8082,126.9137,173903
"Linkou","China",45.2819,130.2519,77754
"Linköping","Sweden",58.4094,15.6257,115672
"Linquan","China",37.9513,110.9877,91670
"Lins","Brazil",-21.6786,-49.7425,76092
"Linxia Chengguanzhen","China",35.6000,103.2167,274466
"Linyi","China",35.0606,118.3425,10820000
"Linz","Austria",48.3000,14.2833,204846
"Lin’an","China",23.6236,102.8097,177303
"Lipa City","Philippines",13.9411,121.1622,332386
"Lipetsk","Russia",52.6167,39.6000,510439
"Lipjan","Kosovo",42.5300,21.1386,57605
"Lippstadt","Germany",51.6667,8.3500,67901
"Lira","Uganda",2.2489,32.9000,135445
"Lisala","Congo (Kinshasa)",2.1400,21.5100,79235
"Lisbon","Portugal",38.7452,-9.1604,506654
"Lisburn","United Kingdom",54.5167,-6.0333,71465
"Lishui","China",28.4500,119.9167,2116957
"Liski","Russia",50.9822,39.4994,53897
"Little Elm","United States",33.1856,-96.9290,53126
"Little Rock","United States",34.7256,-92.3576,439815
"Liuhe","China",42.2669,125.7404,68938
"Liuzhou","China",24.3264,109.4281,3758704
"Livermore","United States",37.6862,-121.7608,90923
"Liverpool","United Kingdom",53.4000,-2.9833,864122
"Livingston","United Kingdom",55.8834,-3.5157,57030
"Livingstone","Zambia",-17.8500,25.8667,136897
"Livonia","United States",42.3972,-83.3733,93665
"Livorno","Italy",43.5500,10.3167,158371
"Liège","Belgium",50.6397,5.5706,197885
"Ljubljana","Slovenia",46.0500,14.5167,286745
"Lo Barnechea","Chile",-33.3500,-70.5167,105833
"Lobito","Angola",-12.3597,13.5308,393079
"Lobnya","Russia",56.0167,37.4833,88220
"Lod","Israel",31.9500,34.9000,75700
"Lodi","United States",38.1218,-121.2932,74773
"Lodja","Congo (Kinshasa)",-3.4900,23.4200,68244
"Lodwar","Kenya",3.1167,35.6000,82970
"Logan","United States",41.7400,-111.8419,101616
"Logroño","Spain",42.4650,-2.4456,197000
"Loja","Ecuador",-3.9906,-79.2050,170280
"Lokoja","Nigeria",7.8004,6.7399,60579
"Lokossa","Benin",6.6150,1.7150,86971
"Lomas de Zamora","Argentina",-34.7667,-58.4000,112580
"Lomas del Mirador","Argentina",-34.6667,-58.5297,71479
"Lompoc","United States",34.6618,-120.4714,52020
"Lomé","Togo",6.1319,1.2228,837437
"London","Canada",42.9836,-81.2497,383822
"London","United Kingdom",51.5072,-0.1275,10979000
"Londrina","Brazil",-23.3100,-51.1628,548249
"Long Beach","United States",33.7981,-118.1675,462628
"Long Xuyên","Vietnam",10.3686,105.4234,278658
"Longba","China",33.5350,105.3490,2614000
"Longchuan","China",25.1945,101.2759,86060
"Longhua","China",41.3170,117.7264,85697
"Longjiang","China",47.3404,123.1800,106384
"Longjin","China",22.8711,113.0684,221881
"Longjing","China",42.7700,129.4197,180307
"Longkeng","China",24.0376,112.0427,95881
"Longkoucun","China",23.5792,116.7263,72421
"Longmen","China",35.6119,110.5746,55847
"Longmont","United States",40.1686,-105.1005,102474
"Longquan","China",28.0733,119.1277,234626
"Longquan","China",40.3703,113.7483,95849
"Longtian","China",24.3512,114.1293,123469
"Longueuil","Canada",45.5333,-73.5167,239700
"Longview","United States",32.5193,-94.7621,100330
"Longview","United States",46.1461,-122.9629,67081
"Longxing","China",35.6091,111.2304,56381
"Longyan","China",25.0881,117.0244,2640000
"Lopez","Philippines",13.8840,122.2604,95167
"Lorain","United States",41.4409,-82.1840,180279
"Lorca","Spain",37.6798,-1.6944,95515
"Lorica","Colombia",9.2419,-75.8160,52771
"Lorient","France",47.7500,-3.3600,57149
"Los Amates","Guatemala",15.2667,-89.1000,56187
"Los Andes","Chile",-32.8337,-70.5982,59388
"Los Angeles","United States",34.1139,-118.4068,12750807
"Los Baños","Philippines",14.1667,121.2167,112008
"Los Lunas","United States",34.8115,-106.7803,69020
"Los Mochis","Mexico",25.7835,-108.9937,256613
"Los Patios","Colombia",7.8342,-72.5050,80235
"Los Polvorines","Argentina",-34.5000,-58.7000,60867
"Los Teques","Venezuela",10.3411,-67.0406,251200
"Los Ángeles","Chile",-37.4707,-72.3517,143023
"Louangphabang","Laos",19.8931,102.1381,53792
"Loudi","China",27.7378,111.9974,3941300
"Louga","Senegal",15.6167,-16.2167,85075
"Loughborough","United Kingdom",52.7705,-1.2046,66611
"Louisville","United States",38.1663,-85.6485,1005654
"Loulé","Portugal",37.1440,-8.0235,70622
"Loveland","United States",40.4166,-105.0623,78877
"Lowell","United States",42.6389,-71.3217,110997
"Lower Hutt","New Zealand",-41.2167,174.9167,103400
"Lower Merion","United States",40.0282,-75.2807,59037
"Lowestoft","United Kingdom",52.4800,1.7500,71010
"Loznica","Serbia",44.5333,19.2258,86413
"Lozova","Ukraine",48.8892,36.3161,55827
"Lqoliaa","Morocco",30.2942,-9.4544,83235
"Luancheng","China",37.8792,114.6517,84068
"Luanda","Angola",-8.8383,13.2344,8417000
"Luanshya","Zambia",-13.1333,28.4000,117579
"Luanzhou","China",39.7396,118.6978,554315
"Luau","Angola",-10.7000,22.2333,90000
"Lubango","Angola",-14.9167,13.5000,776249
"Lubao","Philippines",14.9333,120.6000,160838
"Lubbock","United States",33.5659,-101.8878,267648
"Lublin","Poland",51.2333,22.5667,339850
"Lubuklinggau","Indonesia",-3.2967,102.8617,208225
"Lubumbashi","Congo (Kinshasa)",-11.6697,27.4581,1786397
"Lucapa","Angola",-8.4228,20.7393,154305
"Lucas do Rio Verde","Brazil",-13.0500,-55.9108,59436
"Lucban","Philippines",14.1133,121.5569,51475
"Lucca","Italy",43.8500,10.5167,89243
"Lucena","Philippines",13.9333,121.6167,266248
"Lucerne","Switzerland",47.0523,8.3059,81691
"Lucheng","China",30.0500,101.9667,130142
"Lucknow","India",26.8470,80.9470,3382000
"Ludhiāna","India",30.9083,75.8486,1649000
"Ludwigsburg","Germany",48.8975,9.1919,93499
"Ludwigshafen","Germany",49.4811,8.4353,172253
"Lugano","Switzerland",46.0103,8.9625,63185
"Lugo","Spain",43.0167,-7.5500,98519
"Luhansk","Ukraine",48.5833,39.3333,417990
"Luján","Argentina",-34.5703,-59.1050,81749
"Luocheng","China",22.7645,111.5745,984100
"Luocheng","China",30.9793,104.2800,591115
"Luofeng","China",37.3590,120.3960,570898
"Luohe","China",33.5830,114.0109,2500000
"Luoyang","China",34.6587,112.4245,6549941
"Lupon","Philippines",6.8981,126.0096,65785
"Lusaka","Zambia",-15.4167,28.2833,1742979
"Lushar","China",36.4971,101.5640,67153
"Lutayan","Philippines",6.6000,124.8500,63029
"Luton","United Kingdom",51.8783,-0.4147,213052
"Lutsk","Ukraine",50.7478,25.3244,216505
"Luxembourg","Luxembourg",49.6106,6.1328,124509
"Luxor","Egypt",25.6969,32.6422,202232
"Luzhang","China",25.8519,98.8562,184835
"Luzhou","China",28.8918,105.4409,4291000
"Luziânia","Brazil",-16.2528,-47.9500,174531
"Lu’an","China",31.7542,116.5078,6090000
"Lviv","Ukraine",49.8419,24.0315,724314
"Lynchburg","United States",37.4003,-79.1909,126814
"Lynn","United States",42.4779,-70.9663,94299
"Lynwood","United States",33.9240,-118.2017,69887
"Lyon","France",45.7600,4.8400,516092
"Lysva","Russia",58.1004,57.8043,61752
"Lysychansk","Ukraine",48.9169,38.4306,96161
"Lytkarino","Russia",55.5833,37.8833,58606
"Lyubertsy","Russia",55.6814,37.8939,197705
"Lào Cai","Vietnam",22.4194,103.9950,67206
"Lárisa","Greece",39.6369,22.4176,144651
"Lévis","Canada",46.8000,-71.1833,143414
"Lívingston","Guatemala",15.8300,-88.7500,76310
"Lübeck","Germany",53.8697,10.6864,216530
"Lüdenscheid","Germany",51.2198,7.6273,72611
"Lüleburgaz","Turkey",41.4056,27.3569,148037
"Lüneburg","Germany",53.2525,10.4144,75351
"Lünen","Germany",51.6167,7.5167,86348
"Lātūr","India",18.4004,76.5700,374394
"Lənkəran","Azerbaijan",38.7536,48.8511,51300
"Lạng Sơn","Vietnam",21.8478,106.7578,148000
"L’Aquila","Italy",42.3540,13.3920,69439
"M.Ə. Rəsulzadə","Azerbaijan",40.4342,49.8617,51800
"Maasin","Philippines",10.1333,124.8500,85560
"Maasin","Philippines",5.8667,125.0000,59468
"Maastricht","Netherlands",50.8483,5.6889,122378
"Mabai","China",23.0188,104.3929,79534
"Mabalacat","Philippines",15.2167,120.5833,250799
"Mabinay","Philippines",9.7333,122.9167,78864
"Macabebe","Philippines",14.9081,120.7156,75850
"Macapá","Brazil",0.0330,-51.0653,474706
"Macau","Macau",22.2030,113.5450,568700
"Macaé","Brazil",-22.3708,-41.7869,234628
"Macaíba","Brazil",-5.8578,-35.3539,81821
"Macaúbas","Brazil",-13.0189,-42.6989,50262
"Macclesfield","United Kingdom",53.2581,-2.1274,51482
"Maceió","Brazil",-9.6658,-35.7350,1029129
"Machakos","Kenya",-1.5167,37.2667,114109
"Machala","Ecuador",-3.2667,-79.9667,231260
"Macheng","China",31.1817,115.0189,849090
"Machida","Japan",35.5486,139.4467,434414
"Machilīpatnam","India",16.1667,81.1333,169892
"Machiques","Venezuela",10.0667,-72.5667,122734
"Mackay","Australia",-21.1411,149.1861,80148
"Maco","Philippines",7.3619,125.8553,81277
"Macon","United States",32.8065,-83.6974,153159
"Madan","Iran",30.3307,48.2797,370180
"Madanapalle","India",13.5500,78.5000,180180
"Madang","Papua New Guinea",-5.2248,145.7853,62023
"Madera","United States",36.9631,-120.0782,84086
"Madhyamgram","India",22.7000,88.4500,196127
"Madison","United States",34.7114,-86.7626,51593
"Madison","United States",43.0826,-89.3931,447245
"Madiun","Indonesia",-7.6300,111.5231,186099
"Madrid","Colombia",4.7306,-74.2639,112254
"Madrid","Spain",40.4167,-3.7167,6026000
"Madurai","India",9.9197,78.1194,1561129
"Madīnat as Sādis min Uktūbar","Egypt",29.9361,30.9269,1500000
"Madīnat Ḩamad","Bahrain",26.1128,50.5139,52700
"Maebashi","Japan",36.3833,139.0667,331576
"Mafeteng","Lesotho",-29.8231,27.2375,57059
"Mafra","Portugal",38.9333,-9.3333,76685
"Magadan","Russia",59.5667,150.8000,92782
"Magalang","Philippines",15.2167,120.6667,113147
"Magangué","Colombia",9.2467,-74.7594,123906
"Magdeburg","Germany",52.1278,11.6292,238697
"Magelang","Indonesia",-7.4706,110.2178,124912
"Maghāghah","Egypt",28.6483,30.8422,75657
"Magnitogorsk","Russia",53.3833,59.0333,418241
"Magong","Taiwan",23.5667,119.5833,56435
"Magsaysay","Philippines",6.7667,125.1833,53876
"Magway","Myanmar",20.1500,94.9500,125973
"Magé","Brazil",-22.6528,-43.0408,246433
"Maha Sarakham","Thailand",16.1772,103.3008,52866
"Mahajanga","Madagascar",-15.6700,46.3450,154657
"Mahalapye","Botswana",-23.1041,26.8142,50744
"Mahbūbnagar","India",16.7333,77.9833,190400
"Mahdia","Tunisia",35.5047,11.0622,79545
"Mahesāna","India",23.6000,72.4000,184991
"Mahilyow","Belarus",53.9089,30.3430,357100
"Mahābād","Iran",36.7650,45.7210,168393
"Maia","Portugal",41.2333,-8.6167,135306
"Maicao","Colombia",11.3778,-72.2414,123757
"Maidenhead","United Kingdom",51.5217,-0.7177,69309
"Maidstone","United Kingdom",51.2720,0.5290,113137
"Maiduguri","Nigeria",11.8333,13.1500,1197497
"Maina","Guam",13.4692,144.7332,122411
"Mainz","Germany",50.0000,8.2667,217118
"Maipú","Chile",-33.5167,-70.7667,521627
"Maiquetía","Venezuela",10.5958,-66.9772,87909
"Mairiporã","Brazil",-23.3189,-46.5869,100179
"Maisons-Alfort","France",48.8058,2.4378,55655
"Maitland","Australia",-32.7167,151.5500,78015
"Maizuru","Japan",35.4500,135.3333,78730
"Mai’Adua","Nigeria",13.1906,8.2117,201178
"Majadahonda","Spain",40.4728,-3.8722,72155
"Majene","Indonesia",-3.5336,118.9660,272377
"Makassar","Indonesia",-5.1331,119.4136,1651146
"Makati City","Philippines",14.5500,121.0333,582602
"Makeni","Sierra Leone",8.8817,-12.0442,87679
"Makhachkala","Russia",42.9833,47.4833,592976
"Makiivka","Ukraine",48.0556,37.9611,347376
"Makilala","Philippines",6.9667,125.0833,83851
"Makurdi","Nigeria",7.7300,8.5300,292645
"Malabo","Equatorial Guinea",3.7521,8.7737,187302
"Malabon","Philippines",14.6625,120.9567,365525
"Malacatán","Guatemala",14.9121,-92.0606,105178
"Maladzyechna","Belarus",54.3136,26.8517,91063
"Malakal","South Sudan",9.5333,31.6500,147450
"Malang","Indonesia",-7.9800,112.6200,780000
"Malanje","Angola",-9.5469,16.3387,125856
"Malapatan","Philippines",5.9667,125.2833,76914
"Malasiqui","Philippines",15.9167,120.4167,130275
"Malatya","Turkey",38.3554,38.3337,461574
"Malaut","India",30.1900,74.4990,70958
"Malay","Philippines",11.9000,121.9167,52973
"Malaybalay","Philippines",8.1575,125.1278,174625
"Malden","United States",42.4305,-71.0576,60470
"Maldonado","Uruguay",-34.9100,-54.9600,55478
"Male","Maldives",4.1750,73.5083,133019
"Mali","China",23.1277,104.7029,54511
"Malindi","Kenya",-3.2100,40.1000,94016
"Malishevë","Kosovo",42.4828,20.7458,54613
"Malita","Philippines",6.4000,125.6000,117746
"Mallawī","Egypt",27.7306,30.8425,139929
"Malmö","Sweden",55.5932,13.0214,324002
"Malolos","Philippines",14.8433,120.8114,252074
"Maluñgun","Philippines",6.2667,125.2833,103604
"Malvar","Philippines",14.0417,121.1583,56270
"Malārd","Iran",35.6658,50.9767,281027
"Malāyer","Iran",34.2942,48.8200,170237
"Mamou","Guinea",10.3736,-12.0847,71153
"Mamungan","Philippines",8.1167,124.2167,58383
"Man","Côte D’Ivoire",7.4004,-7.5500,146974
"Manacapuru","Brazil",-3.2997,-60.6206,59102
"Manado","Indonesia",1.4931,124.8413,461636
"Managua","Nicaragua",12.1500,-86.2667,1028808
"Manama","Bahrain",26.2250,50.5775,157474
"Manaoag","Philippines",16.0439,120.4856,69497
"Manapla","Philippines",10.9580,123.1230,54845
"Manaure","Colombia",11.7750,-72.4444,67584
"Manaus","Brazil",-3.1000,-60.0167,1802014
"Manbij","Syria",36.5333,37.9500,78255
"Mancherāl","India",18.8679,79.4639,89935
"Manchester","United Kingdom",53.4794,-2.2453,2705000
"Manchester","United States",41.7753,-72.5242,57805
"Manchester","United States",42.9848,-71.4447,162877
"Mandalay","Myanmar",21.9769,96.0869,1225546
"Mandaluyong City","Philippines",14.5833,121.0333,386276
"Mandamāri","India",18.9822,79.4811,52352
"Mandapeta","India",16.8700,81.9300,56063
"Mandaue City","Philippines",10.3333,123.9333,362654
"Mandeville","United States",30.3751,-90.0904,95968
"Mandi Bahauddin","Pakistan",32.5861,73.4917,157352
"Mandi Burewala","Pakistan",30.1500,72.6833,203454
"Mandsaur","India",24.0300,75.0800,141667
"Mandya","India",12.5242,76.8958,137358
"Manfalūţ","Egypt",27.3128,30.9703,82585
"Manfredonia","Italy",41.6333,15.9167,56906
"Mang La","Vietnam",14.3838,107.9833,105489
"Mangalagiri","India",16.4300,80.5500,73613
"Mangaldan","Philippines",16.0700,120.4025,106331
"Mangalore","India",12.8703,74.8806,623841
"Mangatarem","Philippines",15.7874,120.2921,73241
